REGION,DISTRICT,YEAR,CROP,AREA (Ha),YIELD (Mt/Ha),PRODUCTION (Mt),,
NORTHERN,East Gonja,2017,Groundnut,8543,1,8543,,
NORTHERN,Kpandai,2017,Groundnut,2010,2,4020,,
NORTHERN,East Mamprusi,2017,Groundnut,5250,1.1,5775,,
NORTHERN,Gushiegu,2017,Groundnut,5213,1.35,7037.55,,
NORTHERN,Karaga,2017,Groundnut,3065,2,6130,,
NORTHERN,Nanumba North,2017,Groundnut,4513,1,4513,,
NORTHERN,Nanumba South,2017,Groundnut,3531.13,1.04,3672.37,,
NORTHERN,Saboba,2017,Groundnut,3380,1.68,5678.4,,
NORTHERN,Chereponi,2017,Groundnut,1011,1.49,1506.39,,
NORTHERN,Savelugu/Nanton,2017,Groundnut,6719.9,2.52,16934.15,,
NORTHERN,Sawla/Tuna/Kalba,2017,Groundnut,4440,2.31,10256.4,,
NORTHERN,Tamale Metro,2017,Groundnut,190,1.68,319.2,,
NORTHERN,Sagnerigu,2017,Groundnut,401,1.78,713.78,,
NORTHERN,Tolon,2017,Groundnut,4189.75,2.2,9217.45,,
NORTHERN,Kumbungu,2017,Groundnut,1000,1.1,1100,,
NORTHERN,West Gonja,2017,Groundnut,5554,1.4,7775.6,,
NORTHERN,North Gonja,2017,Groundnut,1850,1,1850,,
NORTHERN,West Mamprusi,2017,Groundnut,8956.45,2.7,24182.42,,
NORTHERN,Mamprugu Moagduri,2017,Groundnut,6700,1.49,9983,,
NORTHERN,Yendi,2017,Groundnut,5400,1.5,8100,,
NORTHERN,Mion,2017,Groundnut,4158,1.58,6569.64,,
NORTHERN,Tatale Sanguli,2017,Groundnut,3451,1.65,5694.15,,
NORTHERN,Zabzugu,2017,Groundnut,4420,1.65,7293,,
NORTHERN,Bole,2017,Cowpea,971.51,1.3,1262.96,,
NORTHERN,Bunkpurugu/Yunyoo,2017,Cowpea,3253.68,1.98,6442.28,,
NORTHERN,Central Gonja,2017,Cowpea,507.5,1.2,609,,
NORTHERN,East Gonja,2017,Cowpea,1546,1.2,1855.19,,
NORTHERN,Kpandai,2017,Cowpea,609,1.96,1193.64,,
NORTHERN,East Mamprusi,2017,Cowpea,2142,1.1,2356.2,,
NORTHERN,Gushiegu,2017,Cowpea,2485,1.42,3528.7,,
NORTHERN,Karaga,2017,Cowpea,1484,2.8,4155.2,,
NORTHERN,Nanumba North,2017,Cowpea,1015,1.01,1025.15,,
NORTHERN,Nanumba South,2017,Cowpea,3762,1.1,4138.2,,
NORTHERN,Saboba,2017,Cowpea,1230,2,2460,,
NORTHERN,Chereponi,2017,Cowpea,1245,1.52,1892.4,,
NORTHERN,Savelugu/Nanton,2017,Cowpea,3955.46,2.38,9413.98,,
NORTHERN,Sawla/Tuna/Kalba,2017,Cowpea,2087.86,1.52,3173.54,,
NORTHERN,Tamale Metro,2017,Cowpea,1826.4,1.6,2922.24,,
NORTHERN,Sagnerigu,2017,Cowpea,470,1.6,752,,
NORTHERN,Tolon,2017,Cowpea,3548.44,2,7096.88,,
NORTHERN,Kumbungu,2017,Cowpea,600,1.1,660,,
NORTHERN,West Gonja,2017,Cowpea,2216,1.1,2437.6,,
NORTHERN,North Gonja,2017,Cowpea,80,1.42,113.6,,
NORTHERN,West Mamprusi,2017,Cowpea,1270,2,2540,,
NORTHERN,Mamprugu Moagduri,2017,Cowpea,3350,1.52,5092,,
NORTHERN,Yendi,2017,Cowpea,3496.45,1.5,5244.68,,
NORTHERN,Mion,2017,Cowpea,2572,1.6,4115.2,,
NORTHERN,Tatale Sanguli,2017,Cowpea,1025,1.45,1486.25,,
NORTHERN,Zabzugu,2017,Cowpea,562,1.45,814.9,,
NORTHERN,Bole,2017,Soyabean,970,1.4,1358,,
NORTHERN,Bunkpurugu/Yunyoo,2017,Soyabean,2776,1.76,4885.76,,
NORTHERN,Central Gonja,2017,Soyabean,510,1.78,907.8,,
NORTHERN,East Gonja,2017,Soyabean,2186,1,2186,,
NORTHERN,Kpandai,2017,Soyabean,4236,1.89,8006.04,,
NORTHERN,East Mamprusi,2017,Soyabean,4760,1.2,5712,,
NORTHERN,Gushiegu,2017,Soyabean,4845,1.38,6686.1,,
NORTHERN,Karaga,2017,Soyabean,4082,2.85,11633.7,,
NORTHERN,Nanumba North,2017,Soyabean,5266,1.9,10005.4,,
NORTHERN,Nanumba South,2017,Soyabean,1944,1.3,2527.2,,
NORTHERN,Saboba,2017,Soyabean,2246,1.7,3818.2,,
NORTHERN,Chereponi,2017,Soyabean,4026,1.76,7085.76,,
NORTHERN,Savelugu/Nanton,2017,Soyabean,3886,2.73,10608.78,,
NORTHERN,Sawla/Tuna/Kalba,2017,Soyabean,545,1.75,953.75,,
NORTHERN,Tamale Metro,2017,Soyabean,1746.08,2.4,4190.59,,
NORTHERN,Sagnerigu,2017,Soyabean,474,2.7,1279.8,,
NORTHERN,Tolon,2017,Soyabean,3376,2.1,7089.6,,
NORTHERN,Kumbungu,2017,Soyabean,1016,1.35,1371.6,,
NORTHERN,West Gonja,2017,Soyabean,1562,1.4,2186.8,,
NORTHERN,North Gonja,2017,Soyabean,541,1.4,757.4,,
NORTHERN,West Mamprusi,2017,Soyabean,4066,2.4,9758.4,,
NORTHERN,Mamprugu Moagduri,2017,Soyabean,210,1.76,369.6,,
NORTHERN,Yendi,2017,Soyabean,5301,2.5,13252.5,,
NORTHERN,Mion,2017,Soyabean,5573,2.7,15047.1,,
NORTHERN,Tatale Sanguli,2017,Soyabean,918,1.3,1193.4,,
NORTHERN,Zabzugu,2017,Soyabean,480,1.3,624,,
UPPER EAST,Builsa North,2017,Maize,2075,1.9,3942.5,,
UPPER EAST,Builsa South,2017,Maize,1150,1.4,1610,,
UPPER EAST,Kassena Nankana Municipal,2017,Maize,2328,1.2,2793.6,,
UPPER EAST,Kassena Nankana West,2017,Maize,2500,1.8,4500,,
UPPER EAST,Bolgatanga Municipal,2017,Maize,2258,1.9,4290.2,,
UPPER EAST,Bawku Municipal,2017,Maize,8000,1.8,14400,,
UPPER EAST,Binduri,2017,Maize,9000,1.7,15300,,
UPPER EAST,Pusiga,2017,Maize,2368,1.7,4025.6,,
UPPER EAST,Bawku West,2017,Maize,813,1.1,894.3,,
UPPER EAST,Bongo,2017,Maize,1250,2,2500,,
UPPER EAST,Garu Tempane,2017,Maize,15166,2.1,31848.6,,
UPPER EAST,Nabdam,2017,Maize,2080,1.4,2912,,
UPPER EAST,Talensi,2017,Maize,3700,1.8,6660,,
UPPER EAST,Builsa North,2017,Rice,8833.89,2.05,18109.48,,
UPPER EAST,Builsa South,2017,Rice,689.89,1.59,1097.83,,
UPPER EAST,Kassena Nankana Municipal,2017,Rice,4149.89,3.77,15645.09,,
UPPER EAST,Kassena Nankana West,2017,Rice,1187.89,2.63,3118.52,,
UPPER EAST,Bolgatanga Municipal,2017,Rice,2729.89,1.93,5263.56,,
UPPER EAST,Bawku Municipal,2017,Rice,2636.89,1.77,4662.74,,
UPPER EAST,Binduri,2017,Rice,2439.89,2.93,7148.88,,
UPPER EAST,Pusiga,2017,Rice,2307.89,2.42,5585.1,,
UPPER EAST,Bawku West,2017,Rice,6369.89,3.66,23313.8,,
UPPER EAST,Bongo,2017,Rice,2419.89,2.37,5740.48,,
UPPER EAST,Garu Tempane,2017,Rice,5321.89,2.8,14901.29,,
UPPER EAST,Nabdam,2017,Rice,2710.2,1.05,2845.71,,
UPPER EAST,Talensi,2017,Rice,1552,4.9,7604.8,,
UPPER EAST,Builsa North,2017,Millet,4836.62,0.9,30087450,,
UPPER EAST,Builsa South,2017,Millet,1441.62,0.76,49910899.74,,
UPPER EAST,Kassena Nankana Municipal,2017,Millet,2446.62,0.87,144077760,,
UPPER EAST,Kassena Nankana West,2017,Millet,1656.62,1.04,38666160,,
UPPER EAST,Bolgatanga Municipal,2017,Millet,2716.62,1.06,15370545.92,,
UPPER EAST,Bawku Municipal,2017,Millet,2848.62,1.21,6336795.17,,
UPPER EAST,Binduri,2017,Millet,2729.62,0.87,26521950,,
UPPER EAST,Pusiga,2017,Millet,3026.62,1.52,30375602.25,,
UPPER EAST,Bawku West,2017,Millet,10116.62,1.03,12203003.9,,
UPPER EAST,Bongo,2017,Millet,5036.62,0.78,8523468,,
UPPER EAST,Garu Tempane,2017,Millet,7017.62,0.84,128388945.3,,
UPPER EAST,Nabdam,2017,Millet,4047.62,0.07,1505777.11,,
UPPER EAST,Talensi,2017,Millet,617,4.38,34212680.99,,
UPPER EAST,Builsa North,2017,Sorghum,5220,1.2,6264,,
UPPER EAST,Builsa South,2017,Sorghum,640,0.8,512,,
UPPER EAST,Kassena Nankana Municipal,2017,Sorghum,3700,1,3700,,
UPPER EAST,Kassena Nankana West,2017,Sorghum,4000,1.3,5200,,
UPPER EAST,Bolgatanga Municipal,2017,Sorghum,2940,1.15,3381,,
UPPER EAST,Bawku Municipal,2017,Sorghum,2700,1.1,2970,,
UPPER EAST,Binduri,2017,Sorghum,500,1.1,550,,
UPPER EAST,Pusiga,2017,Sorghum,1757,1.2,2108.4,,
UPPER EAST,Bawku West,2017,Sorghum,7870,0.8,6296,,
UPPER EAST,Bongo,2017,Sorghum,3560,1.1,3916,,
UPPER EAST,Garu Tempane,2017,Sorghum,11169,1.3,14519.7,,
UPPER EAST,Nabdam,2017,Sorghum,3425,1.35,4623.75,,
UPPER EAST,Talensi,2017,Sorghum,3147,1.3,4091.1,,
UPPER EAST,Builsa North,2017,Groundnut,5883.08,1.8,10589.54,,
UPPER EAST,Builsa South,2017,Groundnut,163.08,0.75,122.31,,
UPPER EAST,Kassena Nankana Municipal,2017,Groundnut,4773.08,1.1,5250.38,,
UPPER EAST,Kassena Nankana West,2017,Groundnut,3708.08,1.2,4449.69,,
UPPER EAST,Bolgatanga Municipal,2017,Groundnut,3948.08,0.62,2447.81,,
UPPER EAST,Bawku Municipal,2017,Groundnut,1298.08,1.2,1557.69,,
UPPER EAST,Binduri,2017,Groundnut,1928.08,0.6,1156.85,,
UPPER EAST,Pusiga,2017,Groundnut,2325.08,1.3,3022.6,,
UPPER EAST,Bawku West,2017,Groundnut,8823.08,0.75,6617.31,,
UPPER EAST,Bongo,2017,Groundnut,5920.08,0.9,5328.07,,
UPPER EAST,Garu Tempane,2017,Groundnut,5761.08,1.23,7086.12,,
UPPER EAST,Nabdam,2017,Groundnut,1242,1.1,1366.2,,
UPPER EAST,Talensi,2017,Groundnut,669,1.1,735.9,,
UPPER EAST,Builsa North,2017,Cowpea,1767,1.2,2120.4,,
UPPER EAST,Builsa South,2017,Cowpea,985,0.75,738.75,,
UPPER EAST,Kassena Nankana Municipal,2017,Cowpea,1218,1.7,2070.6,,
UPPER EAST,Bolgatanga Municipal,2017,Cowpea,657,1.11,729.27,,
UPPER EAST,Bawku Municipal,2017,Cowpea,1500,1.3,1950,,
UPPER EAST,Binduri,2017,Cowpea,400,1.3,520,,
UPPER EAST,Pusiga,2017,Cowpea,810,1.2,972,,
UPPER EAST,Bawku West,2017,Cowpea,9600,0.92,8832,,
UPPER EAST,Bongo,2017,Cowpea,1090,0.6,654,,
UPPER EAST,Garu Tempane,2017,Cowpea,5241,1.06,5555.46,,
UPPER EAST,Builsa North,2017,Soyabean,235.85,0.8,188.68,,
UPPER EAST,Builsa South,2017,Soyabean,125.85,0.9,113.26,,
UPPER EAST,Kassena Nankana Municipal,2017,Soyabean,290.85,1.5,436.27,,
UPPER EAST,Kassena Nankana West,2017,Soyabean,244.85,1.2,293.82,,
UPPER EAST,Bolgatanga Municipal,2017,Soyabean,143.85,0.86,123.71,,
UPPER EAST,Bawku Municipal,2017,Soyabean,1660.85,0.8,1328.68,,
UPPER EAST,Binduri,2017,Soyabean,1947.85,0.8,1558.28,,
UPPER EAST,Pusiga,2017,Soyabean,3525,0.95,3348.75,,
UPPER EAST,Bawku West,2017,Soyabean,5430,0.85,4615.5,,
UPPER EAST,Bongo,2017,Soyabean,228.85,0.4,91.54,,
UPPER EAST,Garu Tempane,2017,Soyabean,2485.85,0.8,1988.68,,
UPPER WEST,Wa West,2017,Maize,5330.55,1.11,5940.92,,
UPPER WEST,Wa East,2017,Maize,9095.66,1.21,10975.43,,
UPPER WEST,Wa Municipal,2017,Maize,6836.55,1.59,10893.09,,
UPPER WEST,Lawra,2017,Maize,2214.88,1.5,3317.63,,
UPPER WEST,Sissala East,2017,Maize,10895.63,3.42,37235.52,,
UPPER WEST,Sissala West,2017,Maize,10147.44,2.86,28980.56,,
UPPER WEST,Jirapa,2017,Maize,4439.25,1.97,8724.3,,
UPPER WEST,Lambussie-Karni,2017,Maize,2249.62,0.88,1981.8,,
UPPER WEST,Nadowli,2017,Maize,7701.13,1.41,10873.33,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Maize,6921.31,1.43,9931.09,,
UPPER WEST,Nandom,2017,Maize,1226.74,1.3,1592.13,,
UPPER WEST,Wa West,2017,Rice,1528.05,2.02,3090.55,,
UPPER WEST,Wa East,2017,Rice,939.53,1.7,1600.43,,
UPPER WEST,Wa Municipal,2017,Rice,553,1.49,825.69,,
UPPER WEST,Lawra,2017,Rice,122.31,1.38,169.06,,
UPPER WEST,Sissala East,2017,Rice,210.57,2.85,600.57,,
UPPER WEST,Sissala West,2017,Rice,509.63,1.26,643.2,,
UPPER WEST,Jirapa,2017,Rice,662.72,1.07,711.37,,
UPPER WEST,Lambussie-Karni,2017,Rice,449.36,0.89,402.02,,
UPPER WEST,Nadowli,2017,Rice,153.97,1.19,182.76,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Rice,242.23,1.11,270.06,,
UPPER WEST,Nandom,2017,Rice,125.19,1.12,139.91,,
UPPER WEST,Wa West,2017,Millet,5338.52,0.44,2334.04,,
UPPER WEST,Wa East,2017,Millet,5471,0.78,4269.13,,
UPPER WEST,Wa Municipal,2017,Millet,6042.57,1.13,6800.68,,
UPPER WEST,Lawra,2017,Millet,5595.65,1.07,5966.82,,
UPPER WEST,Sissala East,2017,Millet,2845.18,1.4,3970.78,,
UPPER WEST,Sissala West,2017,Millet,4247.25,1.03,4389.6,,
UPPER WEST,Jirapa,2017,Millet,7593.67,0.37,2788.23,,
UPPER WEST,Lambussie-Karni,2017,Millet,5684.85,0.55,3142.95,,
UPPER WEST,Nadowli,2017,Millet,6755.27,1.06,7154.7,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Millet,2946.62,1.01,2969.09,,
UPPER WEST,Nandom,2017,Millet,3936.81,1.05,4114.55,,
UPPER WEST,Wa West,2017,Sorghum,6561.29,0.79,5174.83,,
UPPER WEST,Wa East,2017,Sorghum,4191.7,0.92,3851.84,,
UPPER WEST,Wa Municipal,2017,Sorghum,7365.51,1.02,7477.27,,
UPPER WEST,Lawra,2017,Sorghum,15918.13,1.23,19530.57,,
UPPER WEST,Sissala East,2017,Sorghum,968.39,1.7,1647.64,,
UPPER WEST,Sissala West,2017,Sorghum,9684.1,0.91,8814.42,,
UPPER WEST,Jirapa,2017,Sorghum,12993.47,0.54,6959.32,,
UPPER WEST,Lambussie-Karni,2017,Sorghum,7441.13,0.55,4109.4,,
UPPER WEST,Nadowli,2017,Sorghum,10885.6,0.95,10345.49,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Sorghum,8818.04,0.98,8643.13,,
UPPER WEST,Nandom,2017,Sorghum,17820.91,1.18,21096.41,,
UPPER WEST,Wa West,2017,Yam,7034.63,13.63,95847.61,,
UPPER WEST,Wa East,2017,Yam,6722.15,20.73,139319.51,,
UPPER WEST,Wa Municipal,2017,Yam,7090.41,24.57,174223.01,,
UPPER WEST,Sissala East,2017,Yam,3854.78,14.24,54872.78,,
UPPER WEST,Sissala West,2017,Yam,3055.79,16.4,50128.1,,
UPPER WEST,Jirapa,2017,Yam,972.98,17.19,16727.09,,
UPPER WEST,Lambussie-Karni,2017,Yam,576.69,10.29,5933.87,,
UPPER WEST,Nadowli,2017,Yam,2984.22,23.46,70011.08,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Yam,2733.2,25.39,69382.44,,
UPPER WEST,Wa West,2017,Groundnut,29552.09,1.55,45719.22,,
UPPER WEST,Wa East,2017,Groundnut,17873.27,1.1,19628.87,,
UPPER WEST,Wa Municipal,2017,Groundnut,24614.87,1.1,27173.32,,
UPPER WEST,Lawra,2017,Groundnut,4732.1,1.49,7041.08,,
UPPER WEST,Sissala East,2017,Groundnut,10516.9,1.07,11249.13,,
UPPER WEST,Sissala West,2017,Groundnut,12670.86,1.72,21793.88,,
UPPER WEST,Jirapa,2017,Groundnut,19360.31,1.29,24976.03,,
UPPER WEST,Lambussie-Karni,2017,Groundnut,10825.51,0.81,8768.66,,
UPPER WEST,Nadowli,2017,Groundnut,6027.51,0.89,5364.49,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Groundnut,4563.45,0.87,3970.2,,
UPPER WEST,Nandom,2017,Groundnut,4498.67,1.48,6658.04,,
UPPER WEST,Wa West,2017,Cowpea,4875.24,1.72,8409.67,,
UPPER WEST,Wa East,2017,Cowpea,5332.52,1.32,7038.93,,
UPPER WEST,Wa Municipal,2017,Cowpea,4754.26,1.45,6909.14,,
UPPER WEST,Lawra,2017,Cowpea,329.27,2.01,660.43,,
UPPER WEST,Sissala East,2017,Cowpea,1921.4,1.3,2497.83,,
UPPER WEST,Sissala West,2017,Cowpea,11492.05,1.45,16642.22,,
UPPER WEST,Jirapa,2017,Cowpea,7395.7,1.02,7547.84,,
UPPER WEST,Lambussie-Karni,2017,Cowpea,4904.79,0.85,4163.43,,
UPPER WEST,Nadowli,2017,Cowpea,11475.72,1.53,17589.79,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Cowpea,11671.63,1.6,18661.4,,
UPPER WEST,Nandom,2017,Cowpea,317.2,1.7,539.24,,
UPPER WEST,Wa West,2017,Soyabean,3910.88,1.52,5946.18,,
UPPER WEST,Wa East,2017,Soyabean,3705.73,1.22,4533.07,,
UPPER WEST,Wa Municipal,2017,Soyabean,3558.46,1.3,4632.65,,
UPPER WEST,Lawra,2017,Soyabean,192.18,1.09,209.87,,
UPPER WEST,Sissala East,2017,Soyabean,1390.08,1.76,2448.41,,
UPPER WEST,Sissala West,2017,Soyabean,197.33,2.01,397.37,,
UPPER WEST,Jirapa,2017,Soyabean,197.33,0.64,125.81,,
UPPER WEST,Lambussie-Karni,2017,Soyabean,229.66,0.53,121.24,,
UPPER WEST,Nadowli,2017,Soyabean,480.52,1.2,576.57,,
UPPER WEST,Dafiama-Bussie-Issa,2017,Soyabean,384.75,1.22,468.34,,
UPPER WEST,Nandom,2017,Soyabean,137.61,0.89,121.92,,
ASHANTI,Ejura Sekyedumase,2013,Yam,10450,16.8,175560,,
ASHANTI,Mampong Municipal (Sekyere West) ,2013,Yam,5670,15.7,89019,,
ASHANTI,Sekyere Central,2013,Yam,2415,15.9,38398.5,,
ASHANTI,Sekyere East,2013,Yam,2120,16.2,34344,,
ASHANTI,Sekyere Afram Plains,2013,Yam,758,14.7,11142.6,,
ASHANTI,Sekyere South,2013,Yam,1283,14,17962,,
ASHANTI,Afigya Kwabre,2013,Yam,833,14,11662,,
ASHANTI,Ahafo Ano North,2013,Yam,741,10.5,7780.5,,
ASHANTI,Ahafo Ano South,2013,Yam,428,13,5564,,
ASHANTI,Atwima Mponua,2013,Yam,456,15,6840,,
ASHANTI,Atwima Nwabiagya,2013,Yam,1190,12.6,14994,,
ASHANTI,Ejusu Juaben,2013,Yam,365,13,4745,,
ASHANTI,Bosumtwe,2013,Yam,325,13,4225,,
ASHANTI,Atwima Kwanwoma,2013,Yam,340,13,4420,,
ASHANTI,Kwabre East,2013,Yam,182,11,2002,,
ASHANTI,Offinso,2013,Yam,265,15,3975,,
ASHANTI,Offinso North,2013,Yam,840,15,12600,,
ASHANTI,Adansi North,2013,Yam,590,11,6490,,
ASHANTI,Obuasi Municipal (Adansi West),2013,Yam,420,11,4620,,
ASHANTI,Adansi  South (East),2013,Yam,750,12,9000,,
ASHANTI,Asante Akim North,2013,Yam,856,13.5,11556,,
ASHANTI,Asante Akim South,2013,Yam,260,11.8,3068,,
ASHANTI,K. M. A.,2013,Yam,7,10,70,,
ASHANTI,Bekwai municipal (Amansie East),2013,Cocoyam,1200,7.1,8520,,
ASHANTI,Bosome Freho,2013,Cocoyam,1450,5.6,8120,,
ASHANTI,Amansie Central,2013,Cocoyam,1380,6.2,8556,,
ASHANTI,Amansie West,2013,Cocoyam,1200,7.2,8640,,
ASHANTI,Ejura Sekyedumase,2013,Cocoyam,29,4.3,124.7,,
ASHANTI,Mampong Municipal (Sekyere West) ,2013,Cocoyam,790,5.8,4582,,
ASHANTI,Sekyere Central,2013,Cocoyam,1274,6.2,7898.8,,
ASHANTI,Sekyere East,2013,Cocoyam,560,6.2,3472,,
ASHANTI,Sekyere Afram Plains,2013,Cocoyam,1350,5.8,7830,,
ASHANTI,Sekyere South,2013,Cocoyam,2087,6.2,12939.4,,
ASHANTI,Afigya Kwabre,2013,Cocoyam,2260,6.2,14012,,
ASHANTI,Ahafo Ano North,2013,Cocoyam,6237,5.8,36174.6,,
ASHANTI,Ahafo Ano South,2013,Cocoyam,9310,6.3,58653,,
ASHANTI,Atwima Mponua,2013,Cocoyam,6250,5.3,33125,,
ASHANTI,Atwima Nwabiagya,2013,Cocoyam,4900,4.8,23520,,
ASHANTI,Ejusu Juaben,2013,Cocoyam,2200,5.8,12760,,
ASHANTI,Bosumtwe,2013,Cocoyam,435,5.76,2505.6,,
ASHANTI,Atwima Kwanwoma,2013,Cocoyam,540,5.76,3110.4,,
ASHANTI,Kwabre East,2013,Cocoyam,1640,6,9840,,
ASHANTI,Offinso,2013,Cocoyam,850,6,5100,,
ASHANTI,Offinso North,2013,Cocoyam,900,4.2,3780,,
ASHANTI,Adansi North,2013,Cocoyam,990,5.3,5247,,
ASHANTI,Obuasi Municipal (Adansi West),2013,Cocoyam,410,4.8,1968,,
ASHANTI,Adansi  South (East),2013,Cocoyam,2138,6.4,13683.2,,
ASHANTI,Asante Akim North,2013,Cocoyam,1078,6.7,7222.6,,
ASHANTI,Asante Akim South,2013,Cocoyam,7980,5.2,41496,,
ASHANTI,K. M. A.,2013,Cocoyam,7,4,28,,
ASHANTI,Bekwai municipal (Amansie East),2013,Plantain,3530,10.8,38124,,
ASHANTI,Bosome Freho,2013,Plantain,4560,11,50160,,
ASHANTI,Amansie Central,2013,Plantain,4870,10,48700,,
ASHANTI,Amansie West,2013,Plantain,3400,11,37400,,
ASHANTI,Ejura Sekyedumase,2013,Plantain,880,10,8800,,
ASHANTI,Mampong Municipal (Sekyere West) ,2013,Plantain,1520,10.5,15960,,
ASHANTI,Sekyere Central,2013,Plantain,2620,11,28820,,
ASHANTI,Sekyere East,2013,Plantain,1260,11,13860,,
ASHANTI,Sekyere Afram Plains,2013,Plantain,1440,11.8,16992,,
ASHANTI,Sekyere South,2013,Plantain,2424,10.5,25452,,
ASHANTI,Afigya Kwabre,2013,Plantain,2320,10.2,23664,,
ASHANTI,Ahafo Ano North,2013,Plantain,7360,12,88320,,
ASHANTI,Ahafo Ano South,2013,Plantain,7990,11,87890,,
ASHANTI,Atwima Mponua,2013,Plantain,8466,10.2,86353.2,,
ASHANTI,Atwima Nwabiagya,2013,Plantain,4646,10.2,47389.2,,
ASHANTI,Ejusu Juaben,2013,Plantain,3370,10.2,34374,,
ASHANTI,Bosumtwe,2013,Plantain,1850,10,18500,,
ASHANTI,Atwima Kwanwoma,2013,Plantain,1263,10,12630,,
ASHANTI,Kwabre East,2013,Plantain,1550,11,17050,,
ASHANTI,Offinso,2013,Plantain,2300,11,25300,,
ASHANTI,Offinso North,2013,Plantain,4400,12,52800,,
ASHANTI,Adansi North,2013,Plantain,4383,11,48213,,
ASHANTI,Obuasi Municipal (Adansi West),2013,Plantain,909,10.5,9544.5,,
ASHANTI,Adansi  South (East),2013,Plantain,2900,10.5,30450,,
ASHANTI,Asante Akim North,2013,Plantain,10500,12,126000,,
ASHANTI,Asante Akim South,2013,Plantain,7650,12.5,95625,,
ASHANTI,K. M. A.,2013,Plantain,900,10.5,9450,,
ASHANTI,Ejura Sekyedumase,2013,Groundnut,4670,1.5,7005,,
ASHANTI,Mampong Municipal (Sekyere West) ,2013,Groundnut,391,1.4,547.4,,
ASHANTI,Sekyere Central,2013,Groundnut,227,1.3,295.1,,
ASHANTI,Sekyere East,2013,Groundnut,79,1.1,86.9,,
ASHANTI,Sekyere Afram Plains,2013,Groundnut,76,1,76,,
ASHANTI,Sekyere South,2013,Groundnut,41,1.4,57.4,,
ASHANTI,Afigya Kwabre,2013,Groundnut,23,1.4,32.2,,
ASHANTI,Atwima Nwabiagya,2013,Groundnut,16,1.3,20.8,,
ASHANTI,Offinso,2013,Groundnut,201,1.4,281.4,,
ASHANTI,Offinso North,2013,Groundnut,605,1.5,907.5,,
ASHANTI,Ejura Sekyedumase,2013,Cowpea,6730,0.5,3365,,
ASHANTI,Mampong Municipal (Sekyere West) ,2013,Cowpea,650,0.53,344.5,,
ASHANTI,Sekyere Central,2013,Cowpea,420,0.5,210,,
ASHANTI,Sekyere East,2013,Cowpea,20,0.5,10,,
ASHANTI,Sekyere Afram Plains,2013,Cowpea,91,0.5,45.5,,
ASHANTI,Sekyere South,2013,Cowpea,50,0.5,25,,
ASHANTI,Afigya Kwabre,2013,Cowpea,40,0.6,24,,
ASHANTI,Ahafo Ano North,2013,Cowpea,90,0.52,46.8,,
ASHANTI,Atwima Nwabiagya,2013,Cowpea,32,0.6,19.2,,
ASHANTI,Bosumtwe,2013,Cowpea,75,0.4,30,,
ASHANTI,Offinso,2013,Cowpea,225,0.4,90,,
ASHANTI,Offinso North,2013,Cowpea,330,0.5,165,,
ASHANTI,Asante Akim North,2013,Cowpea,70,0.5,35,,
BRONG AHAFO,Sunyani Municipal,2013,Maize,15732,1.78,28002.96,,
BRONG AHAFO,Sunyani West,2013,Maize,23552,1.83,43100.16,,
BRONG AHAFO,Asutifi,2013,Maize,5187,1.86,9647.82,,
BRONG AHAFO,Wenchi,2013,Maize,16433,1.95,32044.35,,
BRONG AHAFO,Dormaa Municipal,2013,Maize,19463,1.8,35033.4,,
BRONG AHAFO,Dormaa East,2013,Maize,14673,1.84,26998.32,,
BRONG AHAFO,Berekum,2013,Maize,12845,1.98,25433.1,,
BRONG AHAFO,Tano North,2013,Maize,5812,1.85,10752.2,,
BRONG AHAFO,Tano South,2013,Maize,6040,1.88,11355.2,,
BRONG AHAFO,Sene,2013,Maize,9002,1.77,15933.54,,
BRONG AHAFO,Nkoranza South,2013,Maize,17005,1.88,31969.4,,
BRONG AHAFO,Nkoranza North,2013,Maize,20753,1.85,38393.05,,
BRONG AHAFO,Techiman,2013,Maize,12976,2.25,29196,,
BRONG AHAFO,Asunafo North,2013,Maize,5845,1.8,10521,,
BRONG AHAFO,Asunafo South,2013,Maize,5673,1.69,9587.37,,
BRONG AHAFO,Jaman North,2013,Maize,3025,1.81,5475.25,,
BRONG AHAFO,Jaman South,2013,Maize,6322,1.85,11695.7,,
BRONG AHAFO,Kintampo North,2013,Maize,28103,1.97,55362.91,,
BRONG AHAFO,Kintampo South,2013,Maize,11859,1.85,21939.15,,
BRONG AHAFO,Atebubu Amantin,2013,Maize,1852,2.01,3722.52,,
BRONG AHAFO,Pru,2013,Maize,3222,1.73,5574.06,,
BRONG AHAFO,Tain,2013,Maize,2353,1.9,4470.7,,
BRONG AHAFO,Asutifi,2013,Rice,325,1.92,624,,
BRONG AHAFO,Dormaa Municipal,2013,Rice,953,1.26,1200.78,,
BRONG AHAFO,Tano North,2013,Rice,163.2,2.24,365.57,,
BRONG AHAFO,Tano South,2013,Rice,114.4,2.07,236.81,,
BRONG AHAFO,Sene,2013,Rice,1900,1.67,3173,,
