REGION,DISTRICT,YEAR,CROP,AREA (Ha),YIELD (Mt/Ha),PRODUCTION (Mt),,
BRONG AHAFO,Kintampo North,2016,Rice,70,1.33,93.31,,
BRONG AHAFO,Atebubu Amantin,2016,Rice,264,2.07,545.58,,
BRONG AHAFO,Pru,2016,Rice,158,1.43,225.33,,
BRONG AHAFO,Sunyani,2016,Cassava,4724,18.79,88787.4,,
BRONG AHAFO,Sunyani West,2016,Cassava,6574,17.56,115423.62,,
BRONG AHAFO,Asutifi,2016,Cassava,12458,22.81,284119.67,,
BRONG AHAFO,Wenchi,2016,Cassava,9543,24.19,230847.24,,
BRONG AHAFO,Dormaa ,2016,Cassava,9600,19.88,190892.91,,
BRONG AHAFO,Dormaa East,2016,Cassava,6611,33.58,221968.5,,
BRONG AHAFO,Berekum,2016,Cassava,8065,22.57,182014.17,,
BRONG AHAFO,Tano North,2016,Cassava,3529,20.13,71029.92,,
BRONG AHAFO,Tano South,2016,Cassava,9454,23.95,226407.87,,
BRONG AHAFO,Sene,2016,Cassava,18365,21.76,399543.29,,
BRONG AHAFO,Nkoranza South,2016,Cassava,3602,22.18,79908.66,,
BRONG AHAFO,Nkoranza North,2016,Cassava,3910,27.25,106544.88,,
BRONG AHAFO,Techiman,2016,Cassava,6198,28.65,177574.8,,
BRONG AHAFO,Asunafo North,2016,Cassava,4365,22.37,97666.14,,
BRONG AHAFO,Asunafo South,2016,Cassava,11015,26.6,292998.41,,
BRONG AHAFO,Jaman North,2016,Cassava,1912,23.22,44393.7,,
BRONG AHAFO,Jaman South,2016,Cassava,4710,21.68,102105.51,,
BRONG AHAFO,Kintampo North,2016,Cassava,4586,20.33,93226.77,,
BRONG AHAFO,Kintampo South,2016,Cassava,4025,27.57,110984.25,,
BRONG AHAFO,Atebubu Amantin,2016,Cassava,19760,23.37,461694.47,,
BRONG AHAFO,Pru,2016,Cassava,9356,19.93,186453.54,,
BRONG AHAFO,Tain,2016,Cassava,9005,17.75,159817.32,,
BRONG AHAFO,Sunyani,2016,Yam,401,18.09,7254,,
BRONG AHAFO,Sunyani West,2016,Yam,249,18.4,4581,,
BRONG AHAFO,Asutifi,2016,Yam,138,13.46,1857,,
BRONG AHAFO,Wenchi,2016,Yam,11816,16.47,194585,,
BRONG AHAFO,Dormaa ,2016,Yam,665,10.24,6811,,
BRONG AHAFO,Dormaa East,2016,Yam,589,9.12,5374,,
BRONG AHAFO,Berekum,2016,Yam,1321,13.37,17664,,
BRONG AHAFO,Tano North,2016,Yam,308,15.02,4627,,
BRONG AHAFO,Tano South,2016,Yam,621,15.98,9922,,
BRONG AHAFO,Sene,2016,Yam,22542,17.75,400212,,
BRONG AHAFO,Nkoranza South,2016,Yam,7065,19.73,139364,,
BRONG AHAFO,Nkoranza North,2016,Yam,6391,20.54,131290,,
BRONG AHAFO,Techiman,2016,Yam,14630,18.25,266954,,
BRONG AHAFO,Asunafo North,2016,Yam,95,15.01,1426,,
BRONG AHAFO,Asunafo South,2016,Yam,105,16.54,1737,,
BRONG AHAFO,Jaman North,2016,Yam,8310,16.28,135327,,
BRONG AHAFO,Jaman South,2016,Yam,12014,16.61,199548,,
BRONG AHAFO,Kintampo North,2016,Yam,8657,19.35,167512,,
BRONG AHAFO,Kintampo South,2016,Yam,9045,21.68,196078,,
BRONG AHAFO,Atebubu Amantin,2016,Yam,12980,15.19,197133,,
BRONG AHAFO,Pru,2016,Yam,13987,17.65,246880,,
BRONG AHAFO,Tain,2016,Yam,8765,17.96,157437.89,,
NORTHERN,Bole,2016,Maize,4547,1.56,7094,,
NORTHERN,Bunkpurugu/Yunyoo,2016,Maize,1640,1.81,2968,,
NORTHERN,Central Gonja,2016,Maize,2570,2.54,6540,,
NORTHERN,East Gonja,2016,Maize,3623,1.86,6746,,
NORTHERN,Kpandai,2016,Maize,1790,3.18,5685,,
NORTHERN,East Mamprusi,2016,Maize,1829,1.1,2011.9,,
NORTHERN,Gushiegu,2016,Maize,4722,1.62,7649.64,,
NORTHERN,Karaga,2016,Maize,5430,1.44,7802,,
NORTHERN,Nanumba North,2016,Maize,3090,1.41,4355.3,,
NORTHERN,Nanumba South,2016,Maize,3945,1.98,7801,,
NORTHERN,Saboba,2016,Maize,1732,1.68,2911.4,,
NORTHERN,Chereponi,2016,Maize,745,2.13,1590,,
NORTHERN,Savelugu/Nanton,2016,Maize,8325,1.5,12487.5,,
NORTHERN,Sawla/Tuna/Kalba,2016,Maize,7451,2.99,22290.22,,
NORTHERN,Tamale Metro,2016,Maize,6754,1.8,12154,,
NORTHERN,Tolon/Kumbungu,2016,Maize,6851,2.82,19331.8,,
NORTHERN,West Gonja,2016,Maize,6605,1.65,10907.5,,
NORTHERN,West Mamprusi,2016,Maize,4849,2.2,10648,,
NORTHERN,Yendi,2016,Maize,6823,2,13656,,
NORTHERN,Zabzugu/Tatale,2016,Maize,7787,1.9,14787,,
NORTHERN,Bole,2016,Rice,862,1.59,1367.1,,
NORTHERN,Bunkpurugu/Yunyoo,2016,Rice,400,1.46,584,,
NORTHERN,Central Gonja,2016,Rice,1600,2,3200,,
NORTHERN,East Gonja,2016,Rice,2612,2.15,5612,,
NORTHERN,Kpandai,2016,Rice,2800,1.86,5200,,
NORTHERN,East Mamprusi,2016,Rice,1140,1.68,1910,,
NORTHERN,Gushiegu,2016,Rice,2746,2.04,5606.42,,
NORTHERN,Karaga,2016,Rice,2456,2.41,5912,,
NORTHERN,Nanumba North,2016,Rice,940,1.43,1344.2,,
NORTHERN,Nanumba South,2016,Rice,1411,2.2,3104.2,,
NORTHERN,Saboba,2016,Rice,867,2.07,1795.28,,
NORTHERN,Chereponi,2016,Rice,1342,2,2684,,
NORTHERN,Savelugu/Nanton,2016,Rice,11207,2.36,26448.52,,
NORTHERN,Sawla/Tuna/Kalba,2016,Rice,1552,2.48,3855.68,,
NORTHERN,Tamale Metro,2016,Rice,17444,2.4,41888,,
NORTHERN,Tolon/Kumbungu,2016,Rice,18700,2.41,45110,,
NORTHERN,West Gonja,2016,Rice,1451,1.86,2696.5,,
NORTHERN,West Mamprusi,2016,Rice,5433,2.74,14866,,
NORTHERN,Yendi,2016,Rice,4870,2.3,11205,,
NORTHERN,Zabzugu/Tatale,2016,Rice,2540,2,5080,,
NORTHERN,Bole,2016,Cassava,2462,12,29544,,
NORTHERN,Bunkpurugu/Yunyoo,2016,Cassava,570,11.95,6814,,
NORTHERN,Central Gonja,2016,Cassava,5600,14.36,80400,,
NORTHERN,East Gonja,2016,Cassava,5158,9.77,50411.8,,
NORTHERN,Kpandai,2016,Cassava,3100,13.8,42780,,
NORTHERN,East Mamprusi,2016,Cassava,1330,9.25,12305,,
NORTHERN,Gushiegu,2016,Cassava,3373,16.63,56080.08,,
NORTHERN,Karaga,2016,Cassava,1550,11.44,17725,,
NORTHERN,Nanumba North,2016,Cassava,11400,22.02,251000,,
NORTHERN,Nanumba South,2016,Cassava,8600,17.46,150180,,
NORTHERN,Saboba,2016,Cassava,590,10.32,6088.8,,
NORTHERN,Chereponi,2016,Cassava,541,10.77,5825.72,,
NORTHERN,Savelugu/Nanton,2016,Cassava,3043,8.41,25585,,
NORTHERN,Sawla/Tuna/Kalba,2016,Cassava,1311,14.79,19383.86,,
NORTHERN,Tamale Metro,2016,Cassava,2102,7.55,15861,,
NORTHERN,Tolon/Kumbungu,2016,Cassava,5105,13.96,71260,,
NORTHERN,West Gonja,2016,Cassava,22004,20.33,447351.2,,
NORTHERN,West Mamprusi,2016,Cassava,2064,9.19,18960,,
NORTHERN,Yendi,2016,Cassava,4124,16.68,68768,,
NORTHERN,Zabzugu/Tatale,2016,Cassava,5254,16.93,88950,,
NORTHERN,Bole,2016,Yam,4386,13.91,61018,,
NORTHERN,Bunkpurugu/Yunyoo,2016,Yam,1895,6.64,12580,,
NORTHERN,Central Gonja,2016,Yam,5986,15.18,90874,,
NORTHERN,East Gonja,2016,Yam,10884,16.62,180934,,
NORTHERN,Kpandai,2016,Yam,5940,12.82,76160,,
NORTHERN,East Mamprusi,2016,Yam,5770,10.73,61930,,
NORTHERN,Gushiegu,2016,Yam,2968,9.27,27513.36,,
NORTHERN,Karaga,2016,Yam,1780,10,17800,,
NORTHERN,Nanumba North,2016,Yam,14746,22.87,337282,,
NORTHERN,Nanumba South,2016,Yam,10976,27.35,300153.6,,
NORTHERN,Saboba,2016,Yam,5870,12.66,74310,,
NORTHERN,Chereponi,2016,Yam,1857,8.38,15562.55,,
NORTHERN,Savelugu/Nanton,2016,Yam,6874,16.13,110861.2,,
NORTHERN,Sawla/Tuna/Kalba,2016,Yam,8966,17.57,157539.7,,
NORTHERN,Tamale Metro,2016,Yam,7986,11.35,90613,,
NORTHERN,Tolon/Kumbungu,2016,Yam,4964,12.4,61532,,
NORTHERN,West Gonja,2016,Yam,5987,23.52,140818,,
NORTHERN,West Mamprusi,2016,Yam,5986,8.47,50720,,
NORTHERN,Yendi,2016,Yam,6977,25.93,180933.2,,
NORTHERN,Zabzugu/Tatale,2016,Yam,10888,19.49,212228,,
NORTHERN,Bole,2016,Soyabean,845,1.44,1214,,
NORTHERN,Bunkpurugu/Yunyoo,2016,Soyabean,2625,1.98,5200,,
NORTHERN,Central Gonja,2016,Soyabean,500,2.6,1300,,
NORTHERN,East Gonja,2016,Soyabean,673,2,1346,,
NORTHERN,Kpandai,2016,Soyabean,473,2.13,1009,,
NORTHERN,East Mamprusi,2016,Soyabean,3778,1.7,6422.6,,
NORTHERN,Gushiegu,2016,Soyabean,5329,1.6,8538.91,,
NORTHERN,Karaga,2016,Soyabean,5160,1.45,7482,,
NORTHERN,Nanumba North,2016,Soyabean,3540,1.87,6619.8,,
NORTHERN,Nanumba South,2016,Soyabean,4782,2.43,11607.6,,
NORTHERN,Saboba,2016,Soyabean,1850,1.66,3073,,
NORTHERN,Chereponi,2016,Soyabean,664,1.9,1264,,
NORTHERN,Savelugu/Nanton,2016,Soyabean,4710,2.38,11209.8,,
NORTHERN,Sawla/Tuna/Kalba,2016,Soyabean,433,1.96,849.5,,
NORTHERN,Tamale Metro,2016,Soyabean,1670,1.6,2672,,
NORTHERN,Tolon/Kumbungu,2016,Soyabean,1611,2.32,3738.7,,
NORTHERN,West Gonja,2016,Soyabean,651,2.36,1536.9,,
NORTHERN,West Mamprusi,2016,Soyabean,3342,1.4,4684,,
NORTHERN,Yendi,2016,Soyabean,10850,2.4,26075,,
NORTHERN,Zabzugu/Tatale,2016,Soyabean,590,2,1180,,
UPPER EAST,BUILSA North,2016,Maize,4070,1.18,4791,,
UPPER EAST,BUILSA South,2016,Maize,705,1.6,1128,,
UPPER EAST,Kassena Nankana Municipal,2016,Maize,1840,1.2,2208,,
UPPER EAST,KASSENA NANKANA West,2016,Maize,1540,1.3,2002,,
UPPER EAST,Bolgatanga Municipal,2016,Maize,1585,1.9,3011.5,,
UPPER EAST,BAWKU MUNICIPAL,2016,Maize,3150,1.89,5947,,
UPPER EAST,BINDURI,2016,Maize,4842,1.4,6774,,
UPPER EAST,PUSIGA,2016,Maize,4490,1.23,5542,,
UPPER EAST,BAWKU WEST,2016,Maize,7258,1.46,10612.8,,
UPPER EAST,BONGO,2016,Maize,870,1.51,1314,,
UPPER EAST,GARU TEMPANE,2016,Maize,10750,1.33,14275,,
UPPER EAST,TALENSI NABDAM,2016,Maize,2740,1.74,4778,,
UPPER EAST,BUILSA North,2016,Rice,9004,2.11,19008,,
UPPER EAST,BUILSA South,2016,Rice,860,4.23,3634,,
UPPER EAST,Kassena Nankana Municipal,2016,Rice,4320,3.72,16054,,
UPPER EAST,KASSENA NANKANA West,2016,Rice,1358,5.48,7436,,
UPPER EAST,Bolgatanga Municipal,2016,Rice,2900,2.89,8380,,
UPPER EAST,BAWKU MUNICIPAL,2016,Rice,2807,2.67,7503.8,,
UPPER EAST,BINDURI,2016,Rice,2610,3,7838,,
UPPER EAST,PUSIGA,2016,Rice,2478,2.23,5533,,
UPPER EAST,BAWKU WEST,2016,Rice,6540,3.26,21342,,
UPPER EAST,BONGO,2016,Rice,2590,3.72,9622,,
UPPER EAST,GARU TEMPANE,2016,Rice,5492,2.27,12484,,
UPPER EAST,TALENSI NABDAM,2016,Rice,2880,1.89,5447,,
UPPER EAST,BUILSA North,2016,Soyabean,290,0.7,203,,
UPPER EAST,BUILSA South,2016,Soyabean,180,0.9,162,,
UPPER EAST,Kassena Nankana Municipal,2016,Soyabean,345,1,345,,
UPPER EAST,KASSENA NANKANA West,2016,Soyabean,299,0.88,264,,
UPPER EAST,Bolgatanga Municipal,2016,Soyabean,398,0.38,151.24,,
UPPER EAST,BAWKU MUNICIPAL,2016,Soyabean,1515,1.12,1698,,
UPPER EAST,BINDURI,2016,Soyabean,1802,0.75,1352.6,,
UPPER EAST,PUSIGA,2016,Soyabean,2800,1.07,3000,,
UPPER EAST,BAWKU WEST,2016,Soyabean,4210,0.76,3189,,
UPPER EAST,BONGO,2016,Soyabean,283,0.82,232.2,,
UPPER EAST,GARU TEMPANE,2016,Soyabean,2340,0.99,2323,,
UPPER EAST,TALENSI NABDAM,2016,Soyabean,1710,1.01,1723.6,,
UPPER WEST,Wa West,2016,Maize,5086.7,0.99,5040.5,,
UPPER WEST,Wa East,2016,Maize,8242.18,1.15,9474.73,,
UPPER WEST,Wa Municipal,2016,Maize,6226.92,1.51,9392.39,,
UPPER WEST,Lawra,2016,Maize,1971.03,1.38,2717.35,,
UPPER WEST,Sissala East,2016,Maize,9798.31,3.46,33933.97,,
UPPER WEST,Sissala West,2016,Maize,9293.97,2.86,26579.44,,
UPPER WEST,Jirapa,2016,Maize,4073.47,1.85,7523.74,,
UPPER WEST,Lambussie-Karni,2016,Maize,2005.77,0.84,1681.66,,
UPPER WEST,Nadowli,2016,Maize,6969.58,1.34,9372.63,,
UPPER WEST,Dafiama-Bussie-Issa,2016,Maize,6311.69,1.34,8430.38,,
UPPER WEST,Nandom,2016,Maize,982.89,1.31,1291.98,,
UPPER WEST,Wa West,2016,Rice,1502.18,2,3010.79,,
UPPER WEST,Wa East,2016,Rice,920.13,1.67,1540.61,,
UPPER WEST,Wa Municipal,2016,Rice,542.22,1.45,785.81,,
UPPER WEST,Lawra,2016,Rice,118,1.32,155.77,,
UPPER WEST,Sissala East,2016,Rice,206.26,2.85,587.28,,
UPPER WEST,Sissala West,2016,Rice,498.85,1.22,609.96,,
UPPER WEST,Jirapa,2016,Rice,649.79,1.04,678.13,,
UPPER WEST,Lambussie-Karni,2016,Rice,442.89,0.86,382.08,,
UPPER WEST,Nadowli,2016,Rice,149.66,1.13,169.47,,
UPPER WEST,Dafiama-Bussie-Issa,2016,Rice,237.91,1.08,256.76,,
UPPER WEST,Nandom,2016,Rice,120.88,1.09,131.7,,
UPPER WEST,Wa West,2016,Yam,6666.29,13.2,88000.54,,
UPPER WEST,Wa East,2016,Yam,6353.81,20.34,129230.42,,
UPPER WEST,Wa Municipal,2016,Yam,6722.07,24.25,163012.91,,
UPPER WEST,Sissala East,2016,Yam,3578.52,14.08,50388.74,,
UPPER WEST,Sissala West,2016,Yam,2825.57,16.15,45644.06,,
UPPER WEST,Jirapa,2016,Yam,934.85,16.13,15083.22,,
UPPER WEST,Lambussie-Karni,2016,Yam,549.6,9.97,5481.69,,
UPPER WEST,Nadowli,2016,Yam,2754.01,22.98,63285.02,,
UPPER WEST,Dafiama-Bussie-Issa,2016,Yam,2502.98,25.03,62656.39,,
UPPER WEST,Wa West,2016,Soyabean,3748.04,1.49,5590.15,,
UPPER WEST,Wa East,2016,Soyabean,3542.89,1.18,4177.04,,
UPPER WEST,Wa Municipal,2016,Soyabean,3395.62,1.26,4276.63,,
UPPER WEST,Lawra,2016,Soyabean,159.62,0.87,138.66,,
UPPER WEST,Sissala East,2016,Soyabean,1292.37,1.7,2199.19,,
UPPER WEST,Sissala West,2016,Soyabean,164.76,1.55,254.96,,
UPPER WEST,Jirapa,2016,Soyabean,164.76,0.55,90.21,,
UPPER WEST,Lambussie-Karni,2016,Soyabean,197.09,0.43,85.63,,
UPPER WEST,Nadowli,2016,Soyabean,447.95,1.13,505.37,,
UPPER WEST,Dafiama-Bussie-Issa,2016,Soyabean,352.18,1.13,397.13,,
UPPER WEST,Nandom,2016,Soyabean,105.04,0.82,86.31,,
WESTERN,Amenfi East,2017,Maize,3859,1.39,5364.01,,
WESTERN,Ahanta West,2017,Maize,1360,1.12,1523.2,,
WESTERN,Akontombra,2017,Maize,3807,1.25,4758.75,,
WESTERN,Amenfi Central,2017,Maize,1308,1.54,2014.32,,
WESTERN,Amenfi West,2017,Maize,2494,1.52,3790.88,,
WESTERN,Aowin,2017,Maize,6251,1.29,8063.79,,
WESTERN,Bia East,2017,Maize,1898,2.32,4403.36,,
WESTERN,Bia West,2017,Maize,3247,2.25,7305.75,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2017,Maize,4889,1.15,5622.35,,
WESTERN,Bodi,2017,Maize,2755,1.64,4518.2,,
WESTERN,Ellembele,2017,Maize,620,1.04,644.8,,
WESTERN,Jomoro,2017,Maize,794,1.24,984.56,,
WESTERN,Juabeso,2017,Maize,4082,1.61,6572.02,,
WESTERN,Mporhor Wassa East,2017,Maize,775,1.98,1534.5,,
WESTERN,Nzema East,2017,Maize,1433,1.24,1776.92,,
WESTERN,Prestea / Huni Valley,2017,Maize,1298,1.16,1505.68,,
WESTERN,Sefwi-Wiawso,2017,Maize,3268,1.96,6405.28,,
WESTERN,Sekondi-Takoradi,2017,Maize,656,1.01,662.56,,
WESTERN,Shama,2017,Maize,382,1.02,389.64,,
WESTERN,Suaman,2017,Maize,1621,1.3,2107.3,,
WESTERN,Tarkwa Nsuaem,2017,Maize,1215,1.2,1458,,
WESTERN,Wassa East,2017,Maize,965,1.95,1881.75,,
WESTERN,Amenfi East,2017,Rice,1325,1.21,1603.25,,
WESTERN,Ahanta West,2017,Rice,80,1.32,105.6,,
WESTERN,Akontombra,2017,Rice,1528,1.16,1772.48,,
WESTERN,Amenfi Central,2017,Rice,1078,1.37,1476.86,,
WESTERN,Amenfi West,2017,Rice,1157,1.11,1284.27,,
WESTERN,Aowin,2017,Rice,2201,1.27,2795.27,,
WESTERN,Bia East,2017,Rice,1129,1.3,1467.7,,
WESTERN,Bia West,2017,Rice,2583,1.2,3099.6,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2017,Rice,2005,1.2,2406,,
WESTERN,Bodi,2017,Rice,2429,1.98,4809.42,,
WESTERN,Ellembele,2017,Rice,936,1.09,1020.24,,
WESTERN,Jomoro,2017,Rice,1308,1.19,1556.52,,
WESTERN,Juabeso,2017,Rice,1475,1.9,2802.5,,
WESTERN,Mporhor Wassa East,2017,Rice,51,1.63,83.13,,
WESTERN,Nzema East,2017,Rice,379,1.22,462.38,,
WESTERN,Prestea / Huni Valley,2017,Rice,1261,1.12,1412.32,,
WESTERN,Sefwi-Wiawso,2017,Rice,2948,1.48,4363.04,,
WESTERN,Sekondi-Takoradi,2017,Rice,65,1.02,66.3,,
WESTERN,Shama,2017,Rice,186,0.76,141.36,,
WESTERN,Suaman,2017,Rice,564,1.26,710.64,,
WESTERN,Tarkwa Nsuaem,2017,Rice,1105,1.1,1215.5,,
WESTERN,Wassa East,2017,Rice,92,1.55,142.6,,
WESTERN,Amenfi East,2017,Cassava,5543,10.22,56649.46,,
WESTERN,Ahanta West,2017,Cassava,4312,12.54,54072.48,,
WESTERN,Akontombra,2017,Cassava,4302,12.29,52871.58,,
WESTERN,Amenfi Central,2017,Cassava,1154,18.14,20933.56,,
WESTERN,Amenfi West,2017,Cassava,2095,18.15,38024.25,,
WESTERN,Aowin,2017,Cassava,8640,16.63,143683.2,,
WESTERN,Bia East,2017,Cassava,997,10.25,10219.25,,
WESTERN,Bia West,2017,Cassava,1936,11.49,22244.64,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2017,Cassava,6907,14.74,101809.18,,
WESTERN,Bodi,2017,Cassava,2220,13.35,29637,,
WESTERN,Ellembele,2017,Cassava,3294,9.63,31721.22,,
WESTERN,Jomoro,2017,Cassava,4953,13.4,66370.2,,
WESTERN,Juabeso,2017,Cassava,4331,14.47,62669.57,,
WESTERN,Mporhor Wassa East,2017,Cassava,2143,10.2,21858.6,,
WESTERN,Nzema East,2017,Cassava,4303,18.07,77755.21,,
WESTERN,Prestea / Huni Valley,2017,Cassava,1354,27.97,37871.38,,
WESTERN,Sefwi-Wiawso,2017,Cassava,5767,14.38,82929.46,,
WESTERN,Sekondi-Takoradi,2017,Cassava,1177,15.31,18019.87,,
WESTERN,Shama,2017,Cassava,1189,22.39,26621.71,,
WESTERN,Suaman,2017,Cassava,3989,15,59835,,
WESTERN,Tarkwa Nsuaem,2017,Cassava,4105,8.05,33045.25,,
WESTERN,Wassa East,2017,Cassava,3262,9.5,30989,,
WESTERN,Amenfi East,2017,Yam,511,11.66,5958.26,,
WESTERN,Ahanta West,2017,Yam,23,4.64,106.72,,
WESTERN,Akontombra,2017,Yam,1241,3.66,4542.06,,
WESTERN,Amenfi Central,2017,Yam,121,5.72,692.12,,
WESTERN,Amenfi West,2017,Yam,600,5.74,3444,,
WESTERN,Aowin,2017,Yam,627,7.12,4464.24,,
WESTERN,Bia East,2017,Yam,827,4.7,3886.9,,
WESTERN,Bia West,2017,Yam,998,4.6,4590.8,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2017,Yam,2549,12.97,33060.53,,
WESTERN,Bodi,2017,Yam,749,12.35,9250.15,,
WESTERN,Ellembele,2017,Yam,23,4.87,112.01,,
WESTERN,Jomoro,2017,Yam,17,5.75,97.75,,
WESTERN,Juabeso,2017,Yam,1103,13.24,14603.72,,
WESTERN,Mporhor Wassa East,2017,Yam,82,7.9,647.8,,
WESTERN,Nzema East,2017,Yam,39,9.9,386.1,,
WESTERN,Prestea / Huni Valley,2017,Yam,116,5.46,633.36,,
WESTERN,Sefwi-Wiawso,2017,Yam,1844,12.02,22164.88,,
WESTERN,Sekondi-Takoradi,2017,Yam,33,5.71,188.43,,
WESTERN,Shama,2017,Yam,46,3.44,158.24,,
WESTERN,Suaman,2017,Yam,365,7.5,2737.5,,
WESTERN,Tarkwa Nsuaem,2017,Yam,163,12.2,1988.6,,
WESTERN,Wassa East,2017,Yam,194,7.92,1536.48,,
WESTERN,Amenfi East,2017,Cocoyam,1357,6.48,8793.36,,
WESTERN,Ahanta West,2017,Cocoyam,243,4.18,1015.74,,
WESTERN,Akontombra,2017,Cocoyam,7979,7.7,61438.3,,
WESTERN,Amenfi Central,2017,Cocoyam,587,3.6,2113.2,,
WESTERN,Amenfi West,2017,Cocoyam,742,3.72,2760.24,,
WESTERN,Aowin,2017,Cocoyam,3661,4.23,15486.03,,
WESTERN,Bia East,2017,Cocoyam,1899,7.1,13482.9,,
WESTERN,Bia West,2017,Cocoyam,2221,7.59,16857.39,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2017,Cocoyam,7912,7.6,60131.2,,
WESTERN,Bodi,2017,Cocoyam,3487,6.2,21619.4,,
WESTERN,Ellembele,2017,Cocoyam,57,4.89,278.73,,
WESTERN,Jomoro,2017,Cocoyam,117,4.8,561.6,,
WESTERN,Juabeso,2017,Cocoyam,4302,7.33,31533.66,,
WESTERN,Mporhor Wassa East,2017,Cocoyam,672,5.52,3709.44,,
WESTERN,Nzema East,2017,Cocoyam,153,6.73,1029.69,,
WESTERN,Prestea / Huni Valley,2017,Cocoyam,327,4.55,1487.85,,
WESTERN,Sefwi-Wiawso,2017,Cocoyam,5153,9.94,51220.82,,
WESTERN,Sekondi-Takoradi,2017,Cocoyam,25,4.85,121.25,,
WESTERN,Shama,2017,Cocoyam,27,5.01,135.27,,
WESTERN,Suaman,2017,Cocoyam,3010,5.5,16555,,
WESTERN,Tarkwa Nsuaem,2017,Cocoyam,291,8.6,2502.6,,
WESTERN,Wassa East,2017,Cocoyam,1292,4.9,6330.8,,
WESTERN,Amenfi East,2017,Plantain,5133,11.59,59491.47,,
WESTERN,Ahanta West,2017,Plantain,315,7.03,2214.45,,
WESTERN,Akontombra,2017,Plantain,6185,11.2,69272,,
WESTERN,Amenfi Central,2017,Plantain,2606,9.2,23975.2,,
WESTERN,Amenfi West,2017,Plantain,3922,8.24,32317.28,,
WESTERN,Aowin,2017,Plantain,7678,10.09,77471.02,,
WESTERN,Bia East,2017,Plantain,2761,9.2,25401.2,,
WESTERN,Bia West,2017,Plantain,3871,10.51,40684.21,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2017,Plantain,9412,10.5,98826,,
WESTERN,Bodi,2017,Plantain,4864,8.4,40857.6,,
WESTERN,Ellembele,2017,Plantain,333,4.8,1598.4,,
WESTERN,Jomoro,2017,Plantain,336,10.97,3685.92,,
WESTERN,Juabeso,2017,Plantain,5499,8.85,48666.15,,
WESTERN,Mporhor Wassa East,2017,Plantain,737,9.7,7148.9,,
WESTERN,Nzema East,2017,Plantain,326,11.47,3739.22,,
WESTERN,Prestea / Huni Valley,2017,Plantain,655,9.97,6530.35,,
WESTERN,Sefwi-Wiawso,2017,Plantain,7247,14.05,101820.35,,
WESTERN,Sekondi-Takoradi,2017,Plantain,364,9.33,3396.12,,
WESTERN,Shama,2017,Plantain,292,5.12,1495.04,,
WESTERN,Suaman,2017,Plantain,5482,9.8,53723.6,,
WESTERN,Tarkwa Nsuaem,2017,Plantain,633,12.89,8159.37,,
WESTERN,Wassa East,2017,Plantain,1258,9.62,12101.96,,
CENTRAL,Upper Denkyira East,2017,Maize,4100,2.7,11070,,
CENTRAL,Upper Denkyira West,2017,Maize,4034,2.6,10488.4,,
CENTRAL,Twifo-Herman/L. Denkyira,2017,Maize,4156,3.4,14130.4,,
CENTRAL,Assin South,2017,Maize,4211,3.3,13896.3,,
CENTRAL,Assin North,2017,Maize,8222,1.4,11510.8,,
CENTRAL,Abura-Asebu-Kwamankese,2017,Maize,5021,3.2,16067.2,,
CENTRAL,Asikuma-Odoben-Brakwa,2017,Maize,4033,2.9,11695.7,,
CENTRAL,Mfantsiman,2017,Maize,5213,2.4,12511.2,,
CENTRAL,Komenda-Edina-Eguafo-Abirem,2017,Maize,10345,1.6,16552,,
CENTRAL,Ajumako-Enyan-Esiam,2017,Maize,5123,1.5,7684.5,,
CENTRAL,Effutu (Winneba),2017,Maize,6123,2.8,17144.4,,
CENTRAL,Awutu-Senya,2017,Maize,9456,2.8,26476.8,,
CENTRAL,Gomoa East,2017,Maize,2024,2.8,5667.2,,
CENTRAL,Gomoa West,2017,Maize,3562,2.5,8905,,
CENTRAL,Cape Coast,2017,Maize,2141,1.8,3853.8,,
CENTRAL,Agona East,2017,Maize,2456,2.8,6876.8,,
CENTRAL,Agona West,2017,Maize,1665,2.8,4662,,
CENTRAL,Upper Denkyira East,2017,Rice,306,1.4,428.4,,
CENTRAL,Upper Denkyira West,2017,Rice,389,1.3,505.7,,
CENTRAL,Twifo-Herman/L. Denkyira,2017,Rice,430,1.1,473,,
CENTRAL,Assin South,2017,Rice,240,3.4,816,,
CENTRAL,Assin North,2017,Rice,240,1.2,288,,
CENTRAL,Abura-Asebu-Kwamankese,2017,Rice,128,1.9,243.2,,
CENTRAL,Asikuma-Odoben-Brakwa,2017,Rice,66,1.4,92.4,,
CENTRAL,Gomoa East,2017,Rice,88,4.5,396,,
CENTRAL,Agona East,2017,Rice,20,2.2,44,,
CENTRAL,Upper Denkyira East,2017,Cassava,3379,21.8,866675846.4,,
CENTRAL,Upper Denkyira West,2017,Cassava,5456,19.5,396837510.4,,
CENTRAL,Twifo-Herman/L. Denkyira,2017,Cassava,7546,22.7,248342138.2,,
CENTRAL,Assin South,2017,Cassava,4856,33.4,1328194155,,
CENTRAL,Assin North,2017,Cassava,7457,25.6,672542492.2,,
